data,pib,uci_ind_fgv,expec_pib,prod_ind_metalurgia
2020-01-01,1.1,4.312140507209715,2.1242105263157893,97.07195333333334
2020-04-01,-1.7,4.108137884354437,7.143000000000001,71.40032333333333
2020-07-01,-2.8,4.324574059925796,4.6115,90.35811333333334
2020-10-01,-3.3,4.397325671963051,2.1945,105.13989666666667
2021-01-01,-2.9,4.355853760369858,2.3878947368421053,105.97377
2021-04-01,2.4,4.34683114277022,2.3323809523809524,108.09670999999999
2021-07-01,4.3,4.384939056120917,1.7787857142857144,106.42667666666667
2021-10-01,4.8,4.409155302062135,0.4606863636363636,100.81349
2022-01-01,4.7,4.370291378455461,0.6784,100.59549333333332
2022-04-01,2.7,4.3811929539253045,0.18608181818181818,100.42601666666667
2022-07-01,2.7,4.406719247264253,0.09543181818181817,99.61543999999999
2022-10-01,3.0,4.402645921876617,0.48982380952380955,99.38678333333333
2023-01-01,3.8,4.352426164897591,0.8814761904761904,97.34183
2023-04-01,3.8,4.377851263263401,0.980952380952381,98.66014666666666
2023-07-01,3.3,4.399375273008494,1.4535809523809524,96.72993666666666
2023-10-01,3.2,4.414009680526933,1.9262599999999999,96.23234666666667
2024-01-01,2.8,4.379105706246218,2.0002473684210527,96.47012333333333
2024-04-01,2.7,4.400603020246817,1.9895454545454547,97.02993333333332
2024-07-01,3.1,4.428035155881437,1.8771304347826088,101.23731333333335
2024-10-01,3.4,4.424047909769619,1.7087238095238095,103.19806999999999
