data,cambio,selic,expec_cambio,ic_br_agro,cotacao_petroleo_fmi
2023-04-01,5.0197,13.75,5.162016666666666,-0.005833296805831445,0.06374084886873721
2023-05-01,4.9828,13.75,5.063331818181818,-0.033511369980821826,-0.10199723148310458
2023-06-01,4.8516,13.75,4.9699100000000005,-0.0006606678270459909,-0.009943682782348695
2023-07-01,4.8008,13.75,4.898445,0.015294307752394154,0.07235961298380733
2023-08-01,4.9035,13.75,4.898191304347826,0.022880641969555526,0.06602138777530087
2023-09-01,4.937,13.25,4.93924,0.030472438949335157,0.08526658872820647
2023-10-01,5.0648,12.75,4.989866666666667,0.008454631564925208,-0.0443953181321568
2023-11-01,4.8983,12.75,5.0,-0.044771085564302204,-0.08233096400913809
2023-12-01,4.8972,12.25,4.96125,-0.03853604063077043,-0.06507796447365433
2024-01-01,4.9144,11.75,4.909326086956522,0.010425857186302956,0.02420697663345628
2024-02-01,4.9644,11.25,4.911722222222222,0.061435694550965536,0.039078330176180565
2024-03-01,4.9801,11.25,4.937430000000001,0.011567936036421145,0.0445854054790642
2024-04-01,5.1291,10.75,5.018809523809524,0.034371281051700286,0.04705843923567343
2024-05-01,5.133,10.75,5.077280952380953,-0.0204951638239379,-0.06832463448623916
2024-06-01,5.389,10.5,5.17421,0.061039066055489144,-0.0029715418163673846
2024-07-01,5.542,10.5,5.342413636363637,0.015991691949737152,0.017085264439070436
2024-08-01,5.5526,10.5,5.400681818181819,-0.02619248555287612,-0.06329534655776481
2024-09-01,5.5416,10.5,5.41098,0.02940490967807108,-0.08186159994103281
2024-10-01,5.6241,10.75,5.421286956521739,0.03589742042402744,0.028331470772803513
2024-11-01,5.8071,10.75,5.562252631578947,0.05312019846586047,-0.027019429265140005
2024-12-01,6.097,11.25,5.911720000000001,0.07987655331575638,-0.000736355289746804
2025-01-01,6.0218,12.25,6.020031818181818,0.011465463060085668,0.07640772821495467
2025-02-01,5.7656,13.25,5.939815,-0.052495973333051005,-0.05064438736750443
2025-03-01,5.7468,13.25,5.8493,-0.050961191482103985,-0.05064438736750443
